,filenames,folder_name,durations,view,labels,metadata
320,0006_083_20858-20922_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0006_083_20858-20922_4', 'start_frame': 20330, 'end_frame': 20394, 'label': [4], 'view': 'center', 'filenames': '0006_083_20858-20922_4.mp4', 'durations': 64}"
321,0006_084_20922-20986_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0006_084_20922-20986_8', 'start_frame': 20858, 'end_frame': 20922, 'label': [8], 'view': 'center', 'filenames': '0006_084_20922-20986_8.mp4', 'durations': 64}"
322,0006_086_21049-21113_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0006_086_21049-21113_8', 'start_frame': 20985, 'end_frame': 21049, 'label': [8], 'view': 'center', 'filenames': '0006_086_21049-21113_8.mp4', 'durations': 64}"
323,0006_088_21119-21183_7-8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0006_088_21119-21183_7-8', 'start_frame': 21079, 'end_frame': 21143, 'label': [7, 8], 'view': 'center', 'filenames': '0006_088_21119-21183_7-8.mp4', 'durations': 64}"
324,0006_091_21463-21527_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0006_091_21463-21527_12', 'start_frame': 21399, 'end_frame': 21463, 'label': [12], 'view': 'center', 'filenames': '0006_091_21463-21527_12.mp4', 'durations': 64}"
325,0006_093_21525-21589_12-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0006_093_21525-21589_12-7', 'start_frame': 21527, 'end_frame': 21591, 'label': [12, 7], 'view': 'center', 'filenames': '0006_093_21525-21589_12-7.mp4', 'durations': 64}"
326,0006_094_21583-21647_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0006_094_21583-21647_7', 'start_frame': 21525, 'end_frame': 21589, 'label': [7], 'view': 'center', 'filenames': '0006_094_21583-21647_7.mp4', 'durations': 64}"
327,0006_095_21618-21682_15-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"{'sample_id': '0006_095_21618-21682_15-7', 'start_frame': 21583, 'end_frame': 21647, 'label': [15, 7], 'view': 'center', 'filenames': '0006_095_21618-21682_15-7.mp4', 'durations': 64}"
328,0006_097_21767-21831_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0006_097_21767-21831_11-7', 'start_frame': 21727, 'end_frame': 21791, 'label': [11, 7], 'view': 'center', 'filenames': '0006_097_21767-21831_11-7.mp4', 'durations': 64}"
329,0006_098_21824-21888_7-11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0006_098_21824-21888_7-11', 'start_frame': 21767, 'end_frame': 21831, 'label': [7, 11], 'view': 'center', 'filenames': '0006_098_21824-21888_7-11.mp4', 'durations': 64}"
330,0006_100_21959-22023_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0006_100_21959-22023_13', 'start_frame': 21865, 'end_frame': 21929, 'label': [13], 'view': 'center', 'filenames': '0006_100_21959-22023_13.mp4', 'durations': 64}"
331,0006_101_22539-22603_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0006_101_22539-22603_2', 'start_frame': 21959, 'end_frame': 22023, 'label': [2], 'view': 'center', 'filenames': '0006_101_22539-22603_2.mp4', 'durations': 64}"
332,0007_003_15233-15297_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0007_003_15233-15297_2', 'start_frame': 2663, 'end_frame': 2727, 'label': [2], 'view': 'center', 'filenames': '0007_003_15233-15297_2.mp4', 'durations': 64}"
333,0007_005_16490-16554_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0007_005_16490-16554_4', 'start_frame': 16426, 'end_frame': 16490, 'label': [4], 'view': 'center', 'filenames': '0007_005_16490-16554_4.mp4', 'durations': 64}"
334,0007_007_18251-18315_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0007_007_18251-18315_4', 'start_frame': 18187, 'end_frame': 18251, 'label': [4], 'view': 'center', 'filenames': '0007_007_18251-18315_4.mp4', 'durations': 64}"
335,0008_000_00293-00357_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0008_000_00293-00357_12', 'start_frame': 229, 'end_frame': 293, 'label': [12], 'view': 'center', 'filenames': '0008_000_00293-00357_12.mp4', 'durations': 64}"
336,0008_001_00293-00357_12-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0008_001_00293-00357_12-7', 'start_frame': 293, 'end_frame': 357, 'label': [12, 7], 'view': 'center', 'filenames': '0008_001_00293-00357_12-7.mp4', 'durations': 64}"
337,0008_002_01007-01071_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_002_01007-01071_7', 'start_frame': 293, 'end_frame': 357, 'label': [7], 'view': 'center', 'filenames': '0008_002_01007-01071_7.mp4', 'durations': 64}"
338,0008_004_01778-01842_1-7.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_004_01778-01842_1-7', 'start_frame': 1736, 'end_frame': 1800, 'label': [1, 7], 'view': 'center', 'filenames': '0008_004_01778-01842_1-7.mp4', 'durations': 64}"
339,0008_005_04123-04187_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_005_04123-04187_7', 'start_frame': 1778, 'end_frame': 1842, 'label': [7], 'view': 'center', 'filenames': '0008_005_04123-04187_7.mp4', 'durations': 64}"
340,0008_006_04187-04251_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_006_04187-04251_4', 'start_frame': 4123, 'end_frame': 4187, 'label': [4], 'view': 'center', 'filenames': '0008_006_04187-04251_4.mp4', 'durations': 64}"
341,0008_009_04346-04410_8-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_009_04346-04410_8-7', 'start_frame': 4326, 'end_frame': 4390, 'label': [8, 7], 'view': 'center', 'filenames': '0008_009_04346-04410_8-7.mp4', 'durations': 64}"
342,0008_012_04477-04541_7-0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_012_04477-04541_7-0', 'start_frame': 4455, 'end_frame': 4519, 'label': [7, 0], 'view': 'center', 'filenames': '0008_012_04477-04541_7-0.mp4', 'durations': 64}"
343,0008_013_04554-04618_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_013_04554-04618_0', 'start_frame': 4477, 'end_frame': 4541, 'label': [0], 'view': 'center', 'filenames': '0008_013_04554-04618_0.mp4', 'durations': 64}"
344,0008_014_05118-05182_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_014_05118-05182_8', 'start_frame': 4554, 'end_frame': 4618, 'label': [8], 'view': 'center', 'filenames': '0008_014_05118-05182_8.mp4', 'durations': 64}"
345,0008_016_05242-05306_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_016_05242-05306_7', 'start_frame': 5178, 'end_frame': 5242, 'label': [7], 'view': 'center', 'filenames': '0008_016_05242-05306_7.mp4', 'durations': 64}"
346,0008_019_05409-05473_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_019_05409-05473_8', 'start_frame': 5385, 'end_frame': 5449, 'label': [8], 'view': 'center', 'filenames': '0008_019_05409-05473_8.mp4', 'durations': 64}"
347,0008_021_05504-05568_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_021_05504-05568_8', 'start_frame': 5473, 'end_frame': 5537, 'label': [8], 'view': 'center', 'filenames': '0008_021_05504-05568_8.mp4', 'durations': 64}"
348,0008_023_05632-05696_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_023_05632-05696_8', 'start_frame': 5568, 'end_frame': 5632, 'label': [8], 'view': 'center', 'filenames': '0008_023_05632-05696_8.mp4', 'durations': 64}"
349,0008_025_05702-05766_8-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_025_05702-05766_8-7', 'start_frame': 5696, 'end_frame': 5760, 'label': [8, 7], 'view': 'center', 'filenames': '0008_025_05702-05766_8-7.mp4', 'durations': 64}"
350,0008_026_05862-05926_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_026_05862-05926_7', 'start_frame': 5702, 'end_frame': 5766, 'label': [7], 'view': 'center', 'filenames': '0008_026_05862-05926_7.mp4', 'durations': 64}"
351,0008_027_06093-06157_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_027_06093-06157_0', 'start_frame': 5862, 'end_frame': 5926, 'label': [0], 'view': 'center', 'filenames': '0008_027_06093-06157_0.mp4', 'durations': 64}"
352,0008_028_06144-06208_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_028_06144-06208_8', 'start_frame': 6093, 'end_frame': 6157, 'label': [8], 'view': 'center', 'filenames': '0008_028_06144-06208_8.mp4', 'durations': 64}"
353,0008_030_06272-06336_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_030_06272-06336_8', 'start_frame': 6208, 'end_frame': 6272, 'label': [8], 'view': 'center', 'filenames': '0008_030_06272-06336_8.mp4', 'durations': 64}"
354,0008_032_06300-06364_7-8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_032_06300-06364_7-8', 'start_frame': 6271, 'end_frame': 6335, 'label': [7, 8], 'view': 'center', 'filenames': '0008_032_06300-06364_7-8.mp4', 'durations': 64}"
355,0008_034_06500-06564_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_034_06500-06564_8', 'start_frame': 6436, 'end_frame': 6500, 'label': [8], 'view': 'center', 'filenames': '0008_034_06500-06564_8.mp4', 'durations': 64}"
356,0008_036_06623-06687_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_036_06623-06687_8', 'start_frame': 6559, 'end_frame': 6623, 'label': [8], 'view': 'center', 'filenames': '0008_036_06623-06687_8.mp4', 'durations': 64}"
357,0008_038_06754-06818_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_038_06754-06818_8', 'start_frame': 6690, 'end_frame': 6754, 'label': [8], 'view': 'center', 'filenames': '0008_038_06754-06818_8.mp4', 'durations': 64}"
358,0008_040_06804-06868_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_040_06804-06868_8', 'start_frame': 6818, 'end_frame': 6882, 'label': [8], 'view': 'center', 'filenames': '0008_040_06804-06868_8.mp4', 'durations': 64}"
359,0008_042_06932-06996_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_042_06932-06996_8', 'start_frame': 6879, 'end_frame': 6943, 'label': [8], 'view': 'center', 'filenames': '0008_042_06932-06996_8.mp4', 'durations': 64}"
360,0008_043_07009-07073_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_043_07009-07073_8', 'start_frame': 6932, 'end_frame': 6996, 'label': [8], 'view': 'center', 'filenames': '0008_043_07009-07073_8.mp4', 'durations': 64}"
361,0008_045_07560-07624_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_045_07560-07624_7', 'start_frame': 7050, 'end_frame': 7114, 'label': [7], 'view': 'center', 'filenames': '0008_045_07560-07624_7.mp4', 'durations': 64}"
362,0008_046_07624-07688_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_046_07624-07688_8', 'start_frame': 7560, 'end_frame': 7624, 'label': [8], 'view': 'center', 'filenames': '0008_046_07624-07688_8.mp4', 'durations': 64}"
363,0008_047_07668-07732_8-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_047_07668-07732_8-7', 'start_frame': 7624, 'end_frame': 7688, 'label': [8, 7], 'view': 'center', 'filenames': '0008_047_07668-07732_8-7.mp4', 'durations': 64}"
364,0008_048_07926-07990_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_048_07926-07990_7', 'start_frame': 7668, 'end_frame': 7732, 'label': [7], 'view': 'center', 'filenames': '0008_048_07926-07990_7.mp4', 'durations': 64}"
365,0008_050_08113-08177_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_050_08113-08177_7', 'start_frame': 7975, 'end_frame': 8039, 'label': [7], 'view': 'center', 'filenames': '0008_050_08113-08177_7.mp4', 'durations': 64}"
366,0008_051_08177-08241_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_051_08177-08241_0', 'start_frame': 8113, 'end_frame': 8177, 'label': [0], 'view': 'center', 'filenames': '0008_051_08177-08241_0.mp4', 'durations': 64}"
367,0008_052_08804-08868_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_052_08804-08868_0', 'start_frame': 8177, 'end_frame': 8241, 'label': [0], 'view': 'center', 'filenames': '0008_052_08804-08868_0.mp4', 'durations': 64}"
368,0008_053_08948-09012_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_053_08948-09012_8', 'start_frame': 8804, 'end_frame': 8868, 'label': [8], 'view': 'center', 'filenames': '0008_053_08948-09012_8.mp4', 'durations': 64}"
369,0008_054_09012-09076_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_054_09012-09076_8', 'start_frame': 8948, 'end_frame': 9012, 'label': [8], 'view': 'center', 'filenames': '0008_054_09012-09076_8.mp4', 'durations': 64}"
370,0008_055_09115-09179_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_055_09115-09179_8', 'start_frame': 9012, 'end_frame': 9076, 'label': [8], 'view': 'center', 'filenames': '0008_055_09115-09179_8.mp4', 'durations': 64}"
371,0008_056_09195-09259_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_056_09195-09259_8', 'start_frame': 9115, 'end_frame': 9179, 'label': [8], 'view': 'center', 'filenames': '0008_056_09195-09259_8.mp4', 'durations': 64}"
372,0008_057_11651-11715_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_057_11651-11715_7', 'start_frame': 9195, 'end_frame': 9259, 'label': [7], 'view': 'center', 'filenames': '0008_057_11651-11715_7.mp4', 'durations': 64}"
373,0008_058_11715-11779_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_058_11715-11779_8', 'start_frame': 11651, 'end_frame': 11715, 'label': [8], 'view': 'center', 'filenames': '0008_058_11715-11779_8.mp4', 'durations': 64}"
374,0008_059_11720-11784_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_059_11720-11784_8', 'start_frame': 11715, 'end_frame': 11779, 'label': [8], 'view': 'center', 'filenames': '0008_059_11720-11784_8.mp4', 'durations': 64}"
375,0008_060_11745-11809_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_060_11745-11809_8', 'start_frame': 11720, 'end_frame': 11784, 'label': [8], 'view': 'center', 'filenames': '0008_060_11745-11809_8.mp4', 'durations': 64}"
376,0008_061_11781-11845_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_061_11781-11845_8', 'start_frame': 11745, 'end_frame': 11809, 'label': [8], 'view': 'center', 'filenames': '0008_061_11781-11845_8.mp4', 'durations': 64}"
377,0008_062_11892-11956_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_062_11892-11956_8', 'start_frame': 11781, 'end_frame': 11845, 'label': [8], 'view': 'center', 'filenames': '0008_062_11892-11956_8.mp4', 'durations': 64}"
378,0008_063_11946-12010_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_063_11946-12010_8', 'start_frame': 11892, 'end_frame': 11956, 'label': [8], 'view': 'center', 'filenames': '0008_063_11946-12010_8.mp4', 'durations': 64}"
379,0008_064_11997-12061_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_064_11997-12061_8', 'start_frame': 11946, 'end_frame': 12010, 'label': [8], 'view': 'center', 'filenames': '0008_064_11997-12061_8.mp4', 'durations': 64}"
380,0008_065_12032-12096_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_065_12032-12096_8', 'start_frame': 11997, 'end_frame': 12061, 'label': [8], 'view': 'center', 'filenames': '0008_065_12032-12096_8.mp4', 'durations': 64}"
381,0008_066_12063-12127_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_066_12063-12127_8', 'start_frame': 12032, 'end_frame': 12096, 'label': [8], 'view': 'center', 'filenames': '0008_066_12063-12127_8.mp4', 'durations': 64}"
382,0008_067_12160-12224_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_067_12160-12224_8', 'start_frame': 12063, 'end_frame': 12127, 'label': [8], 'view': 'center', 'filenames': '0008_067_12160-12224_8.mp4', 'durations': 64}"
383,0008_068_12199-12263_8-12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0008_068_12199-12263_8-12', 'start_frame': 12160, 'end_frame': 12224, 'label': [8, 12], 'view': 'center', 'filenames': '0008_068_12199-12263_8-12.mp4', 'durations': 64}"
384,0008_069_12235-12299_12-8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0008_069_12235-12299_12-8', 'start_frame': 12199, 'end_frame': 12263, 'label': [12, 8], 'view': 'center', 'filenames': '0008_069_12235-12299_12-8.mp4', 'durations': 64}"
385,0008_070_12306-12370_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_070_12306-12370_8', 'start_frame': 12235, 'end_frame': 12299, 'label': [8], 'view': 'center', 'filenames': '0008_070_12306-12370_8.mp4', 'durations': 64}"
386,0008_071_12572-12636_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_071_12572-12636_0', 'start_frame': 12306, 'end_frame': 12370, 'label': [0], 'view': 'center', 'filenames': '0008_071_12572-12636_0.mp4', 'durations': 64}"
387,0008_072_12641-12705_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_072_12641-12705_8', 'start_frame': 12572, 'end_frame': 12636, 'label': [8], 'view': 'center', 'filenames': '0008_072_12641-12705_8.mp4', 'durations': 64}"
388,0008_073_12705-12769_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_073_12705-12769_8', 'start_frame': 12641, 'end_frame': 12705, 'label': [8], 'view': 'center', 'filenames': '0008_073_12705-12769_8.mp4', 'durations': 64}"
389,0008_074_12769-12833_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_074_12769-12833_8', 'start_frame': 12705, 'end_frame': 12769, 'label': [8], 'view': 'center', 'filenames': '0008_074_12769-12833_8.mp4', 'durations': 64}"
390,0008_075_12815-12879_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_075_12815-12879_8', 'start_frame': 12769, 'end_frame': 12833, 'label': [8], 'view': 'center', 'filenames': '0008_075_12815-12879_8.mp4', 'durations': 64}"
391,0008_076_12879-12943_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_076_12879-12943_8', 'start_frame': 12815, 'end_frame': 12879, 'label': [8], 'view': 'center', 'filenames': '0008_076_12879-12943_8.mp4', 'durations': 64}"
392,0008_077_12947-13011_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_077_12947-13011_8', 'start_frame': 12879, 'end_frame': 12943, 'label': [8], 'view': 'center', 'filenames': '0008_077_12947-13011_8.mp4', 'durations': 64}"
393,0008_078_13007-13071_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_078_13007-13071_8', 'start_frame': 12947, 'end_frame': 13011, 'label': [8], 'view': 'center', 'filenames': '0008_078_13007-13071_8.mp4', 'durations': 64}"
394,0008_079_13071-13135_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_079_13071-13135_8', 'start_frame': 13007, 'end_frame': 13071, 'label': [8], 'view': 'center', 'filenames': '0008_079_13071-13135_8.mp4', 'durations': 64}"
395,0008_080_13131-13195_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_080_13131-13195_8', 'start_frame': 13071, 'end_frame': 13135, 'label': [8], 'view': 'center', 'filenames': '0008_080_13131-13195_8.mp4', 'durations': 64}"
396,0008_081_13272-13336_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_081_13272-13336_8', 'start_frame': 13131, 'end_frame': 13195, 'label': [8], 'view': 'center', 'filenames': '0008_081_13272-13336_8.mp4', 'durations': 64}"
397,0008_082_13340-13404_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_082_13340-13404_8', 'start_frame': 13272, 'end_frame': 13336, 'label': [8], 'view': 'center', 'filenames': '0008_082_13340-13404_8.mp4', 'durations': 64}"
398,0008_083_13391-13455_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_083_13391-13455_8', 'start_frame': 13340, 'end_frame': 13404, 'label': [8], 'view': 'center', 'filenames': '0008_083_13391-13455_8.mp4', 'durations': 64}"
399,0008_084_13455-13519_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_084_13455-13519_8', 'start_frame': 13391, 'end_frame': 13455, 'label': [8], 'view': 'center', 'filenames': '0008_084_13455-13519_8.mp4', 'durations': 64}"
400,0008_085_13488-13552_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_085_13488-13552_8', 'start_frame': 13455, 'end_frame': 13519, 'label': [8], 'view': 'center', 'filenames': '0008_085_13488-13552_8.mp4', 'durations': 64}"
401,0008_086_13552-13616_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0008_086_13552-13616_8', 'start_frame': 13488, 'end_frame': 13552, 'label': [8], 'view': 'center', 'filenames': '0008_086_13552-13616_8.mp4', 'durations': 64}"
