,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata
638,638,0010_123_17757-17821_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_123_17757-17821_2', 'start_frame': 17240, 'end_frame': 17304, 'label': [2], 'view': 'center', 'filenames': '0010_123_17757-17821_2.mp4', 'durations': 64}"
641,641,0010_127_18187-18251_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_127_18187-18251_2', 'start_frame': 18021, 'end_frame': 18085, 'label': [2], 'view': 'center', 'filenames': '0010_127_18187-18251_2.mp4', 'durations': 64}"
642,642,0010_128_18294-18358_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_128_18294-18358_7', 'start_frame': 18187, 'end_frame': 18251, 'label': [7], 'view': 'center', 'filenames': '0010_128_18294-18358_7.mp4', 'durations': 64}"
645,645,0010_131_18408-18472_12-6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0010_131_18408-18472_12-6', 'start_frame': 18371, 'end_frame': 18435, 'label': [12, 6], 'view': 'center', 'filenames': '0010_131_18408-18472_12-6.mp4', 'durations': 64}"
646,646,0010_132_18663-18727_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_132_18663-18727_6', 'start_frame': 18408, 'end_frame': 18472, 'label': [6], 'view': 'center', 'filenames': '0010_132_18663-18727_6.mp4', 'durations': 64}"
647,647,0010_133_18708-18772_10-3.mp4,,64,center,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_133_18708-18772_10-3', 'start_frame': 18663, 'end_frame': 18727, 'label': [10, 3], 'view': 'center', 'filenames': '0010_133_18708-18772_10-3.mp4', 'durations': 64}"
648,648,0010_134_18749-18813_3-12.mp4,,64,center,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0010_134_18749-18813_3-12', 'start_frame': 18708, 'end_frame': 18772, 'label': [3, 12], 'view': 'center', 'filenames': '0010_134_18749-18813_3-12.mp4', 'durations': 64}"
649,649,0010_135_18802-18866_12-11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],"{'sample_id': '0010_135_18802-18866_12-11', 'start_frame': 18749, 'end_frame': 18813, 'label': [12, 11], 'view': 'center', 'filenames': '0010_135_18802-18866_12-11.mp4', 'durations': 64}"
650,650,0010_136_18866-18930_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_136_18866-18930_11', 'start_frame': 18802, 'end_frame': 18866, 'label': [11], 'view': 'center', 'filenames': '0010_136_18866-18930_11.mp4', 'durations': 64}"
651,651,0010_137_18895-18959_11-6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_137_18895-18959_11-6', 'start_frame': 18866, 'end_frame': 18930, 'label': [11, 6], 'view': 'center', 'filenames': '0010_137_18895-18959_11-6.mp4', 'durations': 64}"
652,652,0010_138_19190-19254_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_138_19190-19254_6', 'start_frame': 18895, 'end_frame': 18959, 'label': [6], 'view': 'center', 'filenames': '0010_138_19190-19254_6.mp4', 'durations': 64}"
653,653,0010_139_19254-19318_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_139_19254-19318_5', 'start_frame': 19190, 'end_frame': 19254, 'label': [5], 'view': 'center', 'filenames': '0010_139_19254-19318_5.mp4', 'durations': 64}"
654,654,0010_140_19265-19329_5-6.mp4,,64,center,[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_140_19265-19329_5-6', 'start_frame': 19254, 'end_frame': 19318, 'label': [5, 6], 'view': 'center', 'filenames': '0010_140_19265-19329_5-6.mp4', 'durations': 64}"
655,655,0010_141_19778-19842_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_141_19778-19842_6', 'start_frame': 19265, 'end_frame': 19329, 'label': [6], 'view': 'center', 'filenames': '0010_141_19778-19842_6.mp4', 'durations': 64}"
656,656,0010_142_19842-19906_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_142_19842-19906_11', 'start_frame': 19778, 'end_frame': 19842, 'label': [11], 'view': 'center', 'filenames': '0010_142_19842-19906_11.mp4', 'durations': 64}"
657,657,0010_143_19834-19898_11-6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_143_19834-19898_11-6', 'start_frame': 19842, 'end_frame': 19906, 'label': [11, 6], 'view': 'center', 'filenames': '0010_143_19834-19898_11-6.mp4', 'durations': 64}"
658,658,0010_144_20126-20190_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_144_20126-20190_6', 'start_frame': 19834, 'end_frame': 19898, 'label': [6], 'view': 'center', 'filenames': '0010_144_20126-20190_6.mp4', 'durations': 64}"
659,659,0010_145_20177-20241_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_145_20177-20241_6', 'start_frame': 20126, 'end_frame': 20190, 'label': [6], 'view': 'center', 'filenames': '0010_145_20177-20241_6.mp4', 'durations': 64}"
661,661,0010_147_20367-20431_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_147_20367-20431_6', 'start_frame': 20192, 'end_frame': 20256, 'label': [6], 'view': 'center', 'filenames': '0010_147_20367-20431_6.mp4', 'durations': 64}"
667,667,0010_154_20756-20820_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_154_20756-20820_6', 'start_frame': 20581, 'end_frame': 20645, 'label': [6], 'view': 'center', 'filenames': '0010_154_20756-20820_6.mp4', 'durations': 64}"
675,675,0010_162_21429-21493_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_162_21429-21493_6', 'start_frame': 21222, 'end_frame': 21286, 'label': [6], 'view': 'center', 'filenames': '0010_162_21429-21493_6.mp4', 'durations': 64}"
678,678,0010_165_21764-21828_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_165_21764-21828_6', 'start_frame': 21490, 'end_frame': 21554, 'label': [6], 'view': 'center', 'filenames': '0010_165_21764-21828_6.mp4', 'durations': 64}"
684,684,0010_171_22888-22952_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_171_22888-22952_7', 'start_frame': 22187, 'end_frame': 22251, 'label': [7], 'view': 'center', 'filenames': '0010_171_22888-22952_7.mp4', 'durations': 64}"
685,685,0010_172_23022-23086_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_172_23022-23086_6', 'start_frame': 22888, 'end_frame': 22952, 'label': [6], 'view': 'center', 'filenames': '0010_172_23022-23086_6.mp4', 'durations': 64}"
686,686,0010_173_23932-23996_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_173_23932-23996_2', 'start_frame': 23022, 'end_frame': 23086, 'label': [2], 'view': 'center', 'filenames': '0010_173_23932-23996_2.mp4', 'durations': 64}"
691,691,0010_178_24100-24164_8-2-6.mp4,,64,center,[0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_178_24100-24164_8-2-6', 'start_frame': 24108, 'end_frame': 24172, 'label': [8, 2, 6], 'view': 'center', 'filenames': '0010_178_24100-24164_8-2-6.mp4', 'durations': 64}"
692,692,0010_179_24127-24191_2-6.mp4,,64,center,[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_179_24127-24191_2-6', 'start_frame': 24100, 'end_frame': 24164, 'label': [2, 6], 'view': 'center', 'filenames': '0010_179_24127-24191_2-6.mp4', 'durations': 64}"
693,693,0010_180_24250-24314_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_180_24250-24314_6', 'start_frame': 24127, 'end_frame': 24191, 'label': [6], 'view': 'center', 'filenames': '0010_180_24250-24314_6.mp4', 'durations': 64}"
694,694,0010_181_24641-24705_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_181_24641-24705_6', 'start_frame': 24250, 'end_frame': 24314, 'label': [6], 'view': 'center', 'filenames': '0010_181_24641-24705_6.mp4', 'durations': 64}"
695,695,0010_182_24669-24733_10-6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_182_24669-24733_10-6', 'start_frame': 24641, 'end_frame': 24705, 'label': [10, 6], 'view': 'center', 'filenames': '0010_182_24669-24733_10-6.mp4', 'durations': 64}"
696,696,0010_183_25302-25366_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_183_25302-25366_6', 'start_frame': 24669, 'end_frame': 24733, 'label': [6], 'view': 'center', 'filenames': '0010_183_25302-25366_6.mp4', 'durations': 64}"
697,697,0010_184_25366-25430_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_184_25366-25430_11', 'start_frame': 25302, 'end_frame': 25366, 'label': [11], 'view': 'center', 'filenames': '0010_184_25366-25430_11.mp4', 'durations': 64}"
698,698,0010_185_25369-25433_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_185_25369-25433_11-7', 'start_frame': 25366, 'end_frame': 25430, 'label': [11, 7], 'view': 'center', 'filenames': '0010_185_25369-25433_11-7.mp4', 'durations': 64}"
699,699,0010_186_25567-25631_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_186_25567-25631_7', 'start_frame': 25369, 'end_frame': 25433, 'label': [7], 'view': 'center', 'filenames': '0010_186_25567-25631_7.mp4', 'durations': 64}"
700,700,0010_187_25769-25833_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_187_25769-25833_0', 'start_frame': 25567, 'end_frame': 25631, 'label': [0], 'view': 'center', 'filenames': '0010_187_25769-25833_0.mp4', 'durations': 64}"
701,701,0010_188_25964-26028_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_188_25964-26028_6', 'start_frame': 25769, 'end_frame': 25833, 'label': [6], 'view': 'center', 'filenames': '0010_188_25964-26028_6.mp4', 'durations': 64}"
702,702,0010_189_26057-26121_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_189_26057-26121_2', 'start_frame': 25964, 'end_frame': 26028, 'label': [2], 'view': 'center', 'filenames': '0010_189_26057-26121_2.mp4', 'durations': 64}"
703,703,0010_190_26121-26185_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_190_26121-26185_11', 'start_frame': 26057, 'end_frame': 26121, 'label': [11], 'view': 'center', 'filenames': '0010_190_26121-26185_11.mp4', 'durations': 64}"
704,704,0010_191_26123-26187_11-5-2.mp4,,64,center,[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0010_191_26123-26187_11-5-2', 'start_frame': 26121, 'end_frame': 26185, 'label': [11, 5, 2], 'view': 'center', 'filenames': '0010_191_26123-26187_11-5-2.mp4', 'durations': 64}"
705,705,0010_192_26157-26221_5-2.mp4,,64,center,[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_192_26157-26221_5-2', 'start_frame': 26123, 'end_frame': 26187, 'label': [5, 2], 'view': 'center', 'filenames': '0010_192_26157-26221_5-2.mp4', 'durations': 64}"
706,706,0010_193_26487-26532_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0010_193_26487-26532_2', 'start_frame': 26157, 'end_frame': 26221, 'label': [2], 'view': 'center', 'filenames': '0010_193_26487-26532_2.mp4', 'durations': 64}"
707,707,0011_001_02894-02958_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_001_02894-02958_2', 'start_frame': 1303, 'end_frame': 1367, 'label': [2], 'view': 'center', 'filenames': '0011_001_02894-02958_2.mp4', 'durations': 64}"
708,708,0011_002_02927-02991_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_002_02927-02991_1-2', 'start_frame': 2894, 'end_frame': 2958, 'label': [1, 2], 'view': 'center', 'filenames': '0011_002_02927-02991_1-2.mp4', 'durations': 64}"
709,709,0011_003_04061-04125_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_003_04061-04125_2', 'start_frame': 2927, 'end_frame': 2991, 'label': [2], 'view': 'center', 'filenames': '0011_003_04061-04125_2.mp4', 'durations': 64}"
710,710,0011_004_04088-04152_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_004_04088-04152_1-2', 'start_frame': 4061, 'end_frame': 4125, 'label': [1, 2], 'view': 'center', 'filenames': '0011_004_04088-04152_1-2.mp4', 'durations': 64}"
711,711,0011_005_04663-04727_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_005_04663-04727_2', 'start_frame': 4088, 'end_frame': 4152, 'label': [2], 'view': 'center', 'filenames': '0011_005_04663-04727_2.mp4', 'durations': 64}"
712,712,0011_006_04727-04791_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_006_04727-04791_1', 'start_frame': 4663, 'end_frame': 4727, 'label': [1], 'view': 'center', 'filenames': '0011_006_04727-04791_1.mp4', 'durations': 64}"
713,713,0011_007_04727-04791_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_007_04727-04791_1-2', 'start_frame': 4727, 'end_frame': 4791, 'label': [1, 2], 'view': 'center', 'filenames': '0011_007_04727-04791_1-2.mp4', 'durations': 64}"
714,714,0011_008_06588-06652_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_008_06588-06652_2', 'start_frame': 4727, 'end_frame': 4791, 'label': [2], 'view': 'center', 'filenames': '0011_008_06588-06652_2.mp4', 'durations': 64}"
715,715,0011_009_06622-06686_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_009_06622-06686_1-2', 'start_frame': 6588, 'end_frame': 6652, 'label': [1, 2], 'view': 'center', 'filenames': '0011_009_06622-06686_1-2.mp4', 'durations': 64}"
716,716,0011_010_07545-07609_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_010_07545-07609_2', 'start_frame': 6622, 'end_frame': 6686, 'label': [2], 'view': 'center', 'filenames': '0011_010_07545-07609_2.mp4', 'durations': 64}"
719,719,0011_013_08566-08630_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_013_08566-08630_2', 'start_frame': 7703, 'end_frame': 7767, 'label': [2], 'view': 'center', 'filenames': '0011_013_08566-08630_2.mp4', 'durations': 64}"
720,720,0011_014_08630-08694_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_014_08630-08694_1', 'start_frame': 8566, 'end_frame': 8630, 'label': [1], 'view': 'center', 'filenames': '0011_014_08630-08694_1.mp4', 'durations': 64}"
721,721,0011_015_08641-08705_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_015_08641-08705_1-2', 'start_frame': 8630, 'end_frame': 8694, 'label': [1, 2], 'view': 'center', 'filenames': '0011_015_08641-08705_1-2.mp4', 'durations': 64}"
722,722,0011_016_09706-09770_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_016_09706-09770_2', 'start_frame': 8641, 'end_frame': 8705, 'label': [2], 'view': 'center', 'filenames': '0011_016_09706-09770_2.mp4', 'durations': 64}"
723,723,0011_017_09770-09834_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_017_09770-09834_1', 'start_frame': 9706, 'end_frame': 9770, 'label': [1], 'view': 'center', 'filenames': '0011_017_09770-09834_1.mp4', 'durations': 64}"
724,724,0011_018_09765-09829_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_018_09765-09829_1-2', 'start_frame': 9770, 'end_frame': 9834, 'label': [1, 2], 'view': 'center', 'filenames': '0011_018_09765-09829_1-2.mp4', 'durations': 64}"
725,725,0011_019_11633-11697_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_019_11633-11697_2', 'start_frame': 9765, 'end_frame': 9829, 'label': [2], 'view': 'center', 'filenames': '0011_019_11633-11697_2.mp4', 'durations': 64}"
726,726,0011_020_11673-11737_1-11.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0011_020_11673-11737_1-11', 'start_frame': 11633, 'end_frame': 11697, 'label': [1, 11], 'view': 'center', 'filenames': '0011_020_11673-11737_1-11.mp4', 'durations': 64}"
727,727,0011_021_11697-11761_11-2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0011_021_11697-11761_11-2', 'start_frame': 11673, 'end_frame': 11737, 'label': [11, 2], 'view': 'center', 'filenames': '0011_021_11697-11761_11-2.mp4', 'durations': 64}"
728,728,0011_022_13104-13168_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_022_13104-13168_2', 'start_frame': 11697, 'end_frame': 11761, 'label': [2], 'view': 'center', 'filenames': '0011_022_13104-13168_2.mp4', 'durations': 64}"
729,729,0011_023_13138-13202_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_023_13138-13202_1-2', 'start_frame': 13104, 'end_frame': 13168, 'label': [1, 2], 'view': 'center', 'filenames': '0011_023_13138-13202_1-2.mp4', 'durations': 64}"
730,730,0011_024_14261-14325_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_024_14261-14325_2', 'start_frame': 13138, 'end_frame': 13202, 'label': [2], 'view': 'center', 'filenames': '0011_024_14261-14325_2.mp4', 'durations': 64}"
731,731,0011_025_14294-14358_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_025_14294-14358_1-2', 'start_frame': 14261, 'end_frame': 14325, 'label': [1, 2], 'view': 'center', 'filenames': '0011_025_14294-14358_1-2.mp4', 'durations': 64}"
732,732,0011_026_15334-15398_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_026_15334-15398_2', 'start_frame': 14294, 'end_frame': 14358, 'label': [2], 'view': 'center', 'filenames': '0011_026_15334-15398_2.mp4', 'durations': 64}"
735,735,0011_029_17583-17647_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_029_17583-17647_2', 'start_frame': 15469, 'end_frame': 15533, 'label': [2], 'view': 'center', 'filenames': '0011_029_17583-17647_2.mp4', 'durations': 64}"
736,736,0011_030_17613-17677_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_030_17613-17677_1-2', 'start_frame': 17583, 'end_frame': 17647, 'label': [1, 2], 'view': 'center', 'filenames': '0011_030_17613-17677_1-2.mp4', 'durations': 64}"
737,737,0011_031_18620-18684_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_031_18620-18684_2', 'start_frame': 17613, 'end_frame': 17677, 'label': [2], 'view': 'center', 'filenames': '0011_031_18620-18684_2.mp4', 'durations': 64}"
738,738,0011_032_18684-18748_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_032_18684-18748_1', 'start_frame': 18620, 'end_frame': 18684, 'label': [1], 'view': 'center', 'filenames': '0011_032_18684-18748_1.mp4', 'durations': 64}"
739,739,0011_033_18718-18782_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_033_18718-18782_1-2', 'start_frame': 18684, 'end_frame': 18748, 'label': [1, 2], 'view': 'center', 'filenames': '0011_033_18718-18782_1-2.mp4', 'durations': 64}"
740,740,0011_034_19880-19944_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_034_19880-19944_2', 'start_frame': 18718, 'end_frame': 18782, 'label': [2], 'view': 'center', 'filenames': '0011_034_19880-19944_2.mp4', 'durations': 64}"
741,741,0011_035_19919-19983_1-2.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_035_19919-19983_1-2', 'start_frame': 19880, 'end_frame': 19944, 'label': [1, 2], 'view': 'center', 'filenames': '0011_035_19919-19983_1-2.mp4', 'durations': 64}"
742,742,0011_036_20254-20318_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_036_20254-20318_2', 'start_frame': 19919, 'end_frame': 19983, 'label': [2], 'view': 'center', 'filenames': '0011_036_20254-20318_2.mp4', 'durations': 64}"
744,744,0011_038_21911-21975_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0011_038_21911-21975_2', 'start_frame': 20292, 'end_frame': 20356, 'label': [2], 'view': 'center', 'filenames': '0011_038_21911-21975_2.mp4', 'durations': 64}"
745,745,0011_039_21952-22016_11-2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0011_039_21952-22016_11-2', 'start_frame': 21911, 'end_frame': 21975, 'label': [11, 2], 'view': 'center', 'filenames': '0011_039_21952-22016_11-2.mp4', 'durations': 64}"
747,747,0012_001_04661-04725_6-2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0012_001_04661-04725_6-2', 'start_frame': 4606, 'end_frame': 4670, 'label': [6, 2], 'view': 'center', 'filenames': '0012_001_04661-04725_6-2.mp4', 'durations': 64}"
748,748,0012_002_05671-05735_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0012_002_05671-05735_2', 'start_frame': 4661, 'end_frame': 4725, 'label': [2], 'view': 'center', 'filenames': '0012_002_05671-05735_2.mp4', 'durations': 64}"
749,749,0012_003_05735-05799_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0012_003_05735-05799_11', 'start_frame': 5671, 'end_frame': 5735, 'label': [11], 'view': 'center', 'filenames': '0012_003_05735-05799_11.mp4', 'durations': 64}"
750,750,0012_004_05732-05796_11-2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0012_004_05732-05796_11-2', 'start_frame': 5735, 'end_frame': 5799, 'label': [11, 2], 'view': 'center', 'filenames': '0012_004_05732-05796_11-2.mp4', 'durations': 64}"
751,751,0012_005_08009-08073_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0012_005_08009-08073_2', 'start_frame': 5732, 'end_frame': 5796, 'label': [2], 'view': 'center', 'filenames': '0012_005_08009-08073_2.mp4', 'durations': 64}"
